PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
1631466,2022-23,00,1610612757,POR,24.0,5,4,127.0,24,39,0.615,3,8,0.375,2,3,0.667,10,5,15,10,3,2,4,13,53
