PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
1631095,2022-23,00,1610612745,HOU,20.0,79,79,2451.0,364,892,0.408,120,391,0.307,162,206,0.786,122,447,569,101,43,74,104,227,1010
