PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
1630600,2022-23,00,1610612739,CLE,23.0,12,0,84.0,12,28,0.429,3,8,0.375,4,4,1.0,4,16,20,3,4,3,1,8,31
