"PERSON_ID","PLAYER_NAME","SEASON","ROUND_NUMBER","ROUND_PICK","OVERALL_PICK","DRAFT_TYPE","TEAM_ID","TEAM_CITY","TEAM_NAME","TEAM_ABBREVIATION","ORGANIZATION","ORGANIZATION_TYPE","PLAYER_PROFILE_FLAG"
"200760","Rodney Carney","2006","1","16","16","Draft","1610612741","Chicago","Bulls","CHI","Memphis","College/University","1"
"201156","Nick Young","2007","1","16","16","Draft","1610612764","Washington","Wizards","WAS","Southern California","College/University","1"
"201578","Marreese Speights","2008","1","16","16","Draft","1610612755","Philadelphia","76ers","PHI","Florida","College/University","1"
"201949","James Johnson","2009","1","16","16","Draft","1610612741","Chicago","Bulls","CHI","Wake Forest","College/University","1"
"202337","Luke Babbitt","2010","1","16","16","Draft","1610612750","Minnesota","Timberwolves","MIN","Nevada-Reno","College/University","1"
"202696","Nikola Vucevic","2011","1","16","16","Draft","1610612755","Philadelphia","76ers","PHI","Southern California","College/University","1"
"203091","Royce White","2012","1","16","16","Draft","1610612745","Houston","Rockets","HOU","Iowa State","College/University","1"
"203512","Lucas Nogueira","2013","1","16","16","Draft","1610612738","Boston","Celtics","BOS","CB Estudiantes (Spain)","Other Team/Club","1"
"203994","Jusuf Nurkic","2014","1","16","16","Draft","1610612741","Chicago","Bulls","CHI","KK Cedevita (Croatia)","Other Team/Club","1"
"1626179","Terry Rozier","2015","1","16","16","Draft","1610612738","Boston","Celtics","BOS","Louisville","College/University","1"
"1627824","Guerschon Yabusele","2016","1","16","16","Draft","1610612738","Boston","Celtics","BOS","SPO Rouen Basket","Other Team/Club","1"
"1628383","Justin Patton","2017","1","16","16","Draft","1610612741","Chicago","Bulls","CHI","Creighton","College/University","1"
"1629015","Zhaire Smith","2018","1","16","16","Draft","1610612756","Phoenix","Suns","PHX","Texas Tech","College/University","1"
"1629643","Chuma Okeke","2019","1","16","16","Draft","1610612753","Orlando","Magic","ORL","Auburn","College/University","1"
"1630191","Isaiah Stewart","2020","1","16","16","Draft","1610612757","Portland","Trail Blazers","POR","Washington","College/University","1"
"1630578","Alperen Sengun","2021","1","16","16","Draft","1610612760","Oklahoma City","Thunder","OKC","Besiktas (Turkey)","Other Team/Club","1"
"1631100","AJ Griffin","2022","1","16","16","Draft","1610612737","Atlanta","Hawks","ATL","Duke","College/University","1"
"1641718","Keyonte George","2023","1","16","16","Draft","1610612762","Utah","Jazz","UTA","Baylor","College/University","1"
