"PERSON_ID","PLAYER_NAME","SEASON","ROUND_NUMBER","ROUND_PICK","OVERALL_PICK","DRAFT_TYPE","TEAM_ID","TEAM_CITY","TEAM_NAME","TEAM_ABBREVIATION","ORGANIZATION","ORGANIZATION_TYPE","PLAYER_PROFILE_FLAG"
"200800","Yotam Halperin","2006","2","23","53","Draft","1610612760","Seattle","SuperSonics","SEA","KK Olimpija (Slovenia)","Other Team/Club","0"
"201193","Demetris Nichols","2007","2","23","53","Draft","1610612757","Portland","Trail Blazers","POR","Syracuse","College/University","1"
"201617","Tadija Dragicevic","2008","2","23","53","Draft","1610612762","Utah","Jazz","UTA","KK Crvena zvezda (Serbia)","Other Team/Club","0"
"201986","Nando De Colo","2009","2","23","53","Draft","1610612759","San Antonio","Spurs","SAS","Cholet Basket (France)","Other Team/Club","1"
"202377","Pape Sy","2010","2","23","53","Draft","1610612737","Atlanta","Hawks","ATL","STB Le Havre (France)","Other Team/Club","1"
"202732","DeAndre Liggins","2011","2","23","53","Draft","1610612753","Orlando","Magic","ORL","Kentucky","College/University","1"
"203128","Furkan Aldemir","2012","2","23","53","Draft","1610612746","Los Angeles","Clippers","LAC","Galatasaray S.K. (Turkey)","Other Team/Club","1"
"203470","Colton Iverson","2013","2","23","53","Draft","1610612754","Indiana","Pacers","IND","Colorado State","College/University","0"
"203993","Alessandro Gentile","2014","2","23","53","Draft","1610612750","Minnesota","Timberwolves","MIN","Olimpia Milano (Italy)","Other Team/Club","0"
"1626218","Sir'Dominic Pointer","2015","2","23","53","Draft","1610612739","Cleveland","Cavaliers","CLE","St. John's (NY)","College/University","0"
"1627822","Petr Cornelie","2016","2","23","53","Draft","1610612743","Denver","Nuggets","DEN","Le Mans Sarthe Basket (France)","Other Team/Club","1"
"1628443","Kadeem Allen","2017","2","23","53","Draft","1610612738","Boston","Celtics","BOS","Arizona","College/University","1"
"1628985","Devon Hall","2018","2","23","53","Draft","1610612760","Oklahoma City","Thunder","OKC","Virginia","College/University","1"
"1629625","Justin Wright-Foreman","2019","2","23","53","Draft","1610612762","Utah","Jazz","UTA","Hofstra","College/University","1"
"1630216","Cassius Winston","2020","2","23","53","Draft","1610612760","Oklahoma City","Thunder","OKC","Michigan State","College/University","1"
"1629646","Charles Bassey","2021","2","23","53","Draft","1610612755","Philadelphia","76ers","PHI","Western Kentucky","College/University","1"
"1631120","JD Davison","2022","2","23","53","Draft","1610612738","Boston","Celtics","BOS","Alabama","College/University","1"
"1641740","Jaylen Clark","2023","2","23","53","Draft","1610612750","Minnesota","Timberwolves","MIN","California-Los Angeles","College/University","1"
