"PERSON_ID","PLAYER_NAME","SEASON","ROUND_NUMBER","ROUND_PICK","OVERALL_PICK","DRAFT_TYPE","TEAM_ID","TEAM_CITY","TEAM_NAME","TEAM_ABBREVIATION","ORGANIZATION","ORGANIZATION_TYPE","PLAYER_PROFILE_FLAG"
"200762","Oleksiy Pecherov","2006","1","18","18","Draft","1610612764","Washington","Wizards","WAS","Paris Basket Racing (France)","Other Team/Club","1"
"201158","Marco Belinelli","2007","1","18","18","Draft","1610612744","Golden State","Warriors","GSW","Fortitudo Pallacanestro Bologna (Italy)","Other Team/Club","1"
"201580","JaVale McGee","2008","1","18","18","Draft","1610612764","Washington","Wizards","WAS","Nevada-Reno","College/University","1"
"201951","Ty Lawson","2009","1","18","18","Draft","1610612750","Minnesota","Timberwolves","MIN","North Carolina","College/University","1"
"202339","Eric Bledsoe","2010","1","18","18","Draft","1610612760","Oklahoma City","Thunder","OKC","Kentucky","College/University","1"
"202698","Chris Singleton","2011","1","18","18","Draft","1610612764","Washington","Wizards","WAS","Florida State","College/University","1"
"203093","Terrence Jones","2012","1","18","18","Draft","1610612745","Houston","Rockets","HOU","Kentucky","College/University","1"
"203499","Shane Larkin","2013","1","18","18","Draft","1610612737","Atlanta","Hawks","ATL","Miami (FL)","College/University","1"
"203898","Tyler Ennis","2014","1","18","18","Draft","1610612756","Phoenix","Suns","PHX","Syracuse","College/University","1"
"1626155","Sam Dekker","2015","1","18","18","Draft","1610612745","Houston","Rockets","HOU","Wisconsin","College/University","1"
"1627740","Henry Ellenson","2016","1","18","18","Draft","1610612765","Detroit","Pistons","DET","Marquette","College/University","1"
"1628388","T.J. Leaf","2017","1","18","18","Draft","1610612754","Indiana","Pacers","IND","California-Los Angeles","College/University","1"
"1629022","Lonnie Walker IV","2018","1","18","18","Draft","1610612759","San Antonio","Spurs","SAS","Miami (FL)","College/University","1"
"1629048","Goga Bitadze","2019","1","18","18","Draft","1610612754","Indiana","Pacers","IND","KK Mega Leks (Serbia)","Other Team/Club","1"
"1630182","Josh Green","2020","1","18","18","Draft","1610612742","Dallas","Mavericks","DAL","Arizona","College/University","1"
"1630544","Tre Mann","2021","1","18","18","Draft","1610612760","Oklahoma City","Thunder","OKC","Florida","College/University","1"
"1631207","Dalen Terry","2022","1","18","18","Draft","1610612741","Chicago","Bulls","CHI","Arizona State","College/University","1"
"1631170","Jaime Jaquez Jr.","2023","1","18","18","Draft","1610612748","Miami","Heat","MIA","California-Los Angeles","College/University","1"
