"PERSON_ID","PLAYER_NAME","SEASON","ROUND_NUMBER","ROUND_PICK","OVERALL_PICK","DRAFT_TYPE","TEAM_ID","TEAM_CITY","TEAM_NAME","TEAM_ABBREVIATION","ORGANIZATION","ORGANIZATION_TYPE","PLAYER_PROFILE_FLAG"
"200787","Denham Brown","2006","2","10","40","Draft","1610612760","Seattle","SuperSonics","SEA","Connecticut","College/University","1"
"201180","Sun Sun","2007","2","10","40","Draft","1610612747","Los Angeles","Lakers","LAL","Beijing Olympians (China)","Other Team/Club","1"
"201604","Chris Douglas-Roberts","2008","2","10","40","Draft","1610612751","New Jersey","Nets","NJN","Memphis","College/University","1"
"201974","Derrick Brown","2009","2","10","40","Draft","1610612766","Charlotte","Bobcats","CHA","Xavier","College/University","1"
"202362","Lance Stephenson","2010","2","10","40","Draft","1610612754","Indiana","Pacers","IND","Cincinnati","College/University","1"
"202720","Jon Leuer","2011","2","10","40","Draft","1610612749","Milwaukee","Bucks","MIL","Wisconsin","College/University","1"
"203115","Will Barton","2012","2","10","40","Draft","1610612757","Portland","Trail Blazers","POR","Memphis","College/University","1"
"203511","Grant Jerrett","2013","2","10","40","Draft","1610612757","Portland","Trail Blazers","POR","Arizona","College/University","1"
"203922","Glenn Robinson III","2014","2","10","40","Draft","1610612750","Minnesota","Timberwolves","MIN","Michigan","College/University","1"
"1626196","Josh Richardson","2015","2","10","40","Draft","1610612748","Miami","Heat","MIA","Tennessee","College/University","1"
"1627754","Diamond Stone","2016","2","10","40","Draft","1610612740","New Orleans","Pelicans","NOP","Maryland","College/University","1"
"1628407","Dwayne Bacon","2017","2","10","40","Draft","1610612740","New Orleans","Pelicans","NOP","Florida State","College/University","1"
"1629066","Rodions Kurucs","2018","2","10","40","Draft","1610612751","Brooklyn","Nets","BKN","FC Barcelona Basquet (Spain)","Other Team/Club","1"
"1629713","Justin James","2019","2","10","40","Draft","1610612758","Sacramento","Kings","SAC","Wyoming","College/University","1"
"1630218","Robert Woodard II","2020","2","10","40","Draft","1610612763","Memphis","Grizzlies","MEM","Mississippi State","College/University","1"
"1630215","Jared Butler","2021","2","10","40","Draft","1610612758","Sacramento","Kings","SAC","Baylor","College/University","1"
"1631121","Bryce McGowens","2022","2","10","40","Draft","1610612750","Minnesota","Timberwolves","MIN","Nebraska","College/University","1"
"1641721","Maxwell Lewis","2023","2","10","40","Draft","1610612743","Denver","Nuggets","DEN","Pepperdine","College/University","1"
