"PERSON_ID","PLAYER_NAME","SEASON","ROUND_NUMBER","ROUND_PICK","OVERALL_PICK","DRAFT_TYPE","TEAM_ID","TEAM_CITY","TEAM_NAME","TEAM_ABBREVIATION","ORGANIZATION","ORGANIZATION_TYPE","PLAYER_PROFILE_FLAG"
"200780","Solomon Jones","2006","2","3","33","Draft","1610612737","Atlanta","Hawks","ATL","South Florida","College/University","1"
"201173","Marcus Williams","2007","2","3","33","Draft","1610612759","San Antonio","Spurs","SAS","Arizona","College/University","1"
"201595","Joey Dorsey","2008","2","3","33","Draft","1610612757","Portland","Trail Blazers","POR","Memphis","College/University","1"
"201967","Dante Cunningham","2009","2","3","33","Draft","1610612757","Portland","Trail Blazers","POR","Villanova","College/University","1"
"202355","Hassan Whiteside","2010","2","3","33","Draft","1610612758","Sacramento","Kings","SAC","Marshall","College/University","1"
"202713","Kyle Singler","2011","2","3","33","Draft","1610612765","Detroit","Pistons","DET","Duke","College/University","1"
"203108","Bernard James","2012","2","3","33","Draft","1610612739","Cleveland","Cavaliers","CLE","Florida State","College/University","1"
"203467","Carrick Felix","2013","2","3","33","Draft","1610612739","Cleveland","Cavaliers","CLE","Arizona State","College/University","1"
"203925","Joe Harris","2014","2","3","33","Draft","1610612739","Cleveland","Cavaliers","CLE","Virginia","College/University","1"
"1626175","Jordan Mickey","2015","2","3","33","Draft","1610612738","Boston","Celtics","BOS","Louisiana State","College/University","1"
"1627767","Cheick Diallo","2016","2","3","33","Draft","1610612746","LA","Clippers","LAC","Kansas","College/University","1"
"1628411","Wes Iwundu","2017","2","3","33","Draft","1610612753","Orlando","Magic","ORL","Kansas State","College/University","1"
"1628973","Jalen Brunson","2018","2","3","33","Draft","1610612742","Dallas","Mavericks","DAL","Villanova","College/University","1"
"1629035","Carsen Edwards","2019","2","3","33","Draft","1610612755","Philadelphia","76ers","PHI","Purdue","College/University","1"
"1630187","Daniel Oturu","2020","2","3","33","Draft","1610612750","Minnesota","Timberwolves","MIN","Minnesota","College/University","1"
"1630554","Jason Preston","2021","2","3","33","Draft","1610612753","Orlando","Magic","ORL","Ohio","College/University","1"
"1631132","Christian Koloko","2022","2","3","33","Draft","1610612761","Toronto","Raptors","TOR","Arizona","College/University","1"
"1631159","Leonard Miller","2023","2","3","33","Draft","1610612759","San Antonio","Spurs","SAS","Ignite (G League)","Other Team/Club","1"
