"PERSON_ID","PLAYER_NAME","SEASON","ROUND_NUMBER","ROUND_PICK","OVERALL_PICK","DRAFT_TYPE","TEAM_ID","TEAM_CITY","TEAM_NAME","TEAM_ABBREVIATION","ORGANIZATION","ORGANIZATION_TYPE","PLAYER_PROFILE_FLAG"
"200783","Craig Smith","2006","2","6","36","Draft","1610612750","Minnesota","Timberwolves","MIN","Boston College","College/University","1"
"201176","Jermareo Davidson","2007","2","6","36","Draft","1610612744","Golden State","Warriors","GSW","Alabama","College/University","1"
"201600","Omer Asik","2008","2","6","36","Draft","1610612757","Portland","Trail Blazers","POR","Fenerbahce S.K. (Turkey)","Other Team/Club","1"
"201970","Sam Young","2009","2","6","36","Draft","1610612763","Memphis","Grizzlies","MEM","Pittsburgh","College/University","1"
"202358","Terrico White","2010","2","6","36","Draft","1610612765","Detroit","Pistons","DET","Mississippi","College/University","1"
"202716","Jordan Williams","2011","2","6","36","Draft","1610612751","New Jersey","Nets","NJN","Maryland","College/University","1"
"203111","Orlando Johnson","2012","2","6","36","Draft","1610612758","Sacramento","Kings","SAC","California-Santa Barbara","College/University","1"
"203492","Ray McCallum","2013","2","6","36","Draft","1610612758","Sacramento","Kings","SAC","Detroit Mercy","College/University","1"
"203948","Johnny O'Bryant III","2014","2","6","36","Draft","1610612749","Milwaukee","Bucks","MIL","Louisiana State","College/University","1"
"1626176","Rakeem Christmas","2015","2","6","36","Draft","1610612750","Minnesota","Timberwolves","MIN","Syracuse","College/University","1"
"1627763","Malcolm Brogdon","2016","2","6","36","Draft","1610612749","Milwaukee","Bucks","MIL","Virginia","College/University","1"
"1628413","Jonah Bolden","2017","2","6","36","Draft","1610612755","Philadelphia","76ers","PHI","Red Star Belgrade (Serbia)","Other Team/Club","1"
"1629011","Mitchell Robinson","2018","2","6","36","Draft","1610612752","New York","Knicks","NYK","","","1"
"1628998","Cody Martin","2019","2","6","36","Draft","1610612766","Charlotte","Hornets","CHA","North Carolina State","College/University","1"
"1630189","Tyler Bey","2020","2","6","36","Draft","1610612755","Philadelphia","76ers","PHI","Colorado","College/University","1"
"1630540","Miles McBride","2021","2","6","36","Draft","1610612760","Oklahoma City","Thunder","OKC","West Virginia","College/University","1"
"1630629","Gabriele Procida","2022","2","6","36","Draft","1610612757","Portland","Trail Blazers","POR","Fortitudo Pallacanestro Bologna (Italy)","Other Team/Club","0"
"1641748","Andre Jackson Jr.","2023","2","6","36","Draft","1610612753","Orlando","Magic","ORL","Connecticut","College/University","1"
