"PERSON_ID","PLAYER_NAME","SEASON","ROUND_NUMBER","ROUND_PICK","OVERALL_PICK","DRAFT_TYPE","TEAM_ID","TEAM_CITY","TEAM_NAME","TEAM_ABBREVIATION","ORGANIZATION","ORGANIZATION_TYPE","PLAYER_PROFILE_FLAG"
"200784","Bobby Jones","2006","2","7","37","Draft","1610612750","Minnesota","Timberwolves","MIN","Washington","College/University","1"
"201177","Josh McRoberts","2007","2","7","37","Draft","1610612757","Portland","Trail Blazers","POR","Duke","College/University","1"
"201601","Luc Mbah a Moute","2008","2","7","37","Draft","1610612749","Milwaukee","Bucks","MIL","California-Los Angeles","College/University","1"
"201971","DeJuan Blair","2009","2","7","37","Draft","1610612759","San Antonio","Spurs","SAS","Pittsburgh","College/University","1"
"202359","Darington Hobson","2010","2","7","37","Draft","1610612749","Milwaukee","Bucks","MIL","New Mexico","College/University","1"
"202717","Trey Thompkins","2011","2","7","37","Draft","1610612746","Los Angeles","Clippers","LAC","Georgia","College/University","1"
"203112","Quincy Acy","2012","2","7","37","Draft","1610612761","Toronto","Raptors","TOR","Baylor","College/University","1"
"203502","Tony Mitchell","2013","2","7","37","Draft","1610612765","Detroit","Pistons","DET","North Texas","College/University","1"
"203908","DeAndre Daniels","2014","2","7","37","Draft","1610612761","Toronto","Raptors","TOR","Connecticut","College/University","0"
"1626158","Richaun Holmes","2015","2","7","37","Draft","1610612755","Philadelphia","76ers","PHI","Bowling Green","College/University","1"
"1627778","Chinanu Onuaku","2016","2","7","37","Draft","1610612745","Houston","Rockets","HOU","Louisville","College/University","1"
"1628400","Semi Ojeleye","2017","2","7","37","Draft","1610612738","Boston","Celtics","BOS","Southern Methodist","College/University","1"
"1629018","Gary Trent Jr.","2018","2","7","37","Draft","1610612758","Sacramento","Kings","SAC","Duke","College/University","1"
"1629686","Deividas Sirvydis","2019","2","7","37","Draft","1610612742","Dallas","Mavericks","DAL","BC Lietuvos rytas (Lithuania)","Other Team/Club","1"
"1630249","Vit Krejci","2020","2","7","37","Draft","1610612764","Washington","Wizards","WAS","Basket Zaragoza 2002 (Spain)","Other Team/Club","1"
"1630550","JT Thor","2021","2","7","37","Draft","1610612765","Detroit","Pistons","DET","Auburn","College/University","1"
"1630702","Jaden Hardy","2022","2","7","37","Draft","1610612758","Sacramento","Kings","SAC","Ignite (G League)","Other Team/Club","1"
"1641816","Hunter Tyson","2023","2","7","37","Draft","1610612760","Oklahoma City","Thunder","OKC","Clemson","College/University","1"
