"PERSON_ID","PLAYER_NAME","SEASON","ROUND_NUMBER","ROUND_PICK","OVERALL_PICK","DRAFT_TYPE","TEAM_ID","TEAM_CITY","TEAM_NAME","TEAM_ABBREVIATION","ORGANIZATION","ORGANIZATION_TYPE","PLAYER_PROFILE_FLAG"
"200756","Hilton Armstrong","2006","1","12","12","Draft","1610612740","New Orleans/Oklahoma City","Hornets","NOK","Connecticut","College/University","1"
"201152","Thaddeus Young","2007","1","12","12","Draft","1610612755","Philadelphia","76ers","PHI","Georgia Tech","College/University","1"
"201574","Jason Thompson","2008","1","12","12","Draft","1610612758","Sacramento","Kings","SAC","Rider","College/University","1"
"201945","Gerald Henderson","2009","1","12","12","Draft","1610612766","Charlotte","Bobcats","CHA","Duke","College/University","1"
"202333","Xavier Henry","2010","1","12","12","Draft","1610612763","Memphis","Grizzlies","MEM","Kansas","College/University","1"
"202692","Alec Burks","2011","1","12","12","Draft","1610612762","Utah","Jazz","UTA","Colorado","College/University","1"
"203087","Jeremy Lamb","2012","1","12","12","Draft","1610612745","Houston","Rockets","HOU","Connecticut","College/University","1"
"203500","Steven Adams","2013","1","12","12","Draft","1610612760","Oklahoma City","Thunder","OKC","Pittsburgh","College/University","1"
"203967","Dario Saric","2014","1","12","12","Draft","1610612753","Orlando","Magic","ORL","KK Cibona (Croatia)","Other Team/Club","1"
"1626168","Trey Lyles","2015","1","12","12","Draft","1610612762","Utah","Jazz","UTA","Kentucky","College/University","1"
"1627752","Taurean Prince","2016","1","12","12","Draft","1610612762","Utah","Jazz","UTA","Baylor","College/University","1"
"1628379","Luke Kennard","2017","1","12","12","Draft","1610612765","Detroit","Pistons","DET","Duke","College/University","1"
"1628970","Miles Bridges","2018","1","12","12","Draft","1610612746","LA","Clippers","LAC","Michigan State","College/University","1"
"1629023","P.J. Washington","2019","1","12","12","Draft","1610612766","Charlotte","Hornets","CHA","Kentucky","College/University","1"
"1630169","Tyrese Haliburton","2020","1","12","12","Draft","1610612758","Sacramento","Kings","SAC","Iowa State","College/University","1"
"1630563","Joshua Primo","2021","1","12","12","Draft","1610612759","San Antonio","Spurs","SAS","Alabama","College/University","1"
"1631114","Jalen Williams","2022","1","12","12","Draft","1610612760","Oklahoma City","Thunder","OKC","Santa Clara","College/University","1"
"1641726","Dereck Lively II","2023","1","12","12","Draft","1610612760","Oklahoma City","Thunder","OKC","Duke","College/University","1"
