"PERSON_ID","PLAYER_NAME","SEASON","ROUND_NUMBER","ROUND_PICK","OVERALL_PICK","DRAFT_TYPE","TEAM_ID","TEAM_CITY","TEAM_NAME","TEAM_ABBREVIATION","ORGANIZATION","ORGANIZATION_TYPE","PLAYER_PROFILE_FLAG"
"200790","Marcus Vinicius","2006","2","13","43","Draft","1610612740","New Orleans/Oklahoma City","Hornets","NOK","Objetivo Sao Carlos (Brazil)","Other Team/Club","1"
"201183","Adam Haluska","2007","2","13","43","Draft","1610612740","New Orleans","Hornets","NOH","Iowa","College/University","1"
"201607","Patrick Ewing","2008","2","13","43","Draft","1610612758","Sacramento","Kings","SAC","Georgetown","College/University","1"
"201977","Marcus Thornton","2009","2","13","43","Draft","1610612748","Miami","Heat","MIA","Louisiana State","College/University","1"
"202365","Devin Ebanks","2010","2","13","43","Draft","1610612747","Los Angeles","Lakers","LAL","West Virginia","College/University","1"
"202723","Malcolm Lee","2011","2","13","43","Draft","1610612741","Chicago","Bulls","CHI","California-Los Angeles","College/University","1"
"203118","Mike Scott","2012","2","13","43","Draft","1610612737","Atlanta","Hawks","ATL","Virginia","College/University","1"
"203495","Ricky Ledo","2013","2","13","43","Draft","1610612749","Milwaukee","Bucks","MIL","Providence","College/University","1"
"204002","Edy Tavares","2014","2","13","43","Draft","1610612737","Atlanta","Hawks","ATL","CB Gran Canaria (Spain)","Other Team/Club","1"
"1626202","Joe Young","2015","2","13","43","Draft","1610612754","Indiana","Pacers","IND","Oregon","College/University","1"
"1627753","Zhou Qi","2016","2","13","43","Draft","1610612745","Houston","Rockets","HOU","Xinjiang Guanghui","Other Team/Club","1"
"1628392","Isaiah Hartenstein","2017","2","13","43","Draft","1610612745","Houston","Rockets","HOU","BC Zalgiris (Lithuania)","Other Team/Club","1"
"1628992","Justin Jackson","2018","2","13","43","Draft","1610612743","Denver","Nuggets","DEN","Maryland","College/University","0"
"1629669","Jaylen Nowell","2019","2","13","43","Draft","1610612750","Minnesota","Timberwolves","MIN","Washington","College/University","1"
"1630186","Jahmi'us Ramsey","2020","2","13","43","Draft","1610612758","Sacramento","Kings","SAC","Texas Tech","College/University","1"
"1630535","Greg Brown III","2021","2","13","43","Draft","1610612740","New Orleans","Pelicans","NOP","Texas","College/University","1"
"1631217","Moussa Diabate","2022","2","13","43","Draft","1610612746","LA","Clippers","LAC","Michigan","College/University","1"
"1641712","Rayan Rupert","2023","2","13","43","Draft","1610612757","Portland","Trail Blazers","POR","Breakers (New Zealand)","Other Team/Club","1"
