"PERSON_ID","PLAYER_NAME","SEASON","ROUND_NUMBER","ROUND_PICK","OVERALL_PICK","DRAFT_TYPE","TEAM_ID","TEAM_CITY","TEAM_NAME","TEAM_ABBREVIATION","ORGANIZATION","ORGANIZATION_TYPE","PLAYER_PROFILE_FLAG"
"200779","Steve Novak","2006","2","2","32","Draft","1610612745","Houston","Rockets","HOU","Marquette","College/University","1"
"201172","Gabe Pruitt","2007","2","2","32","Draft","1610612738","Boston","Celtics","BOS","Southern California","College/University","1"
"201594","Walter Sharpe","2008","2","2","32","Draft","1610612760","Oklahoma City","Thunder","OKC","Alabama-Birmingham","College/University","1"
"201966","Jermaine Taylor","2009","2","2","32","Draft","1610612764","Washington","Wizards","WAS","Central Florida","College/University","1"
"202354","Dexter Pittman","2010","2","2","32","Draft","1610612748","Miami","Heat","MIA","Texas","College/University","1"
"202712","Justin Harper","2011","2","2","32","Draft","1610612739","Cleveland","Cavaliers","CLE","Richmond","College/University","1"
"203107","Tomas Satoransky","2012","2","2","32","Draft","1610612764","Washington","Wizards","WAS","CB Sevilla (Spain)","Other Team/Club","1"
"203518","Alex Abrines","2013","2","2","32","Draft","1610612760","Oklahoma City","Thunder","OKC","FC Barcelona Basquet (Spain)","Other Team/Club","1"
"203909","KJ McDaniels","2014","2","2","32","Draft","1610612755","Philadelphia","76ers","PHI","Clemson","College/University","1"
"1626149","Montrezl Harrell","2015","2","2","32","Draft","1610612745","Houston","Rockets","HOU","Louisville","College/University","1"
"1627826","Ivica Zubac","2016","2","2","32","Draft","1610612747","Los Angeles","Lakers","LAL","KK Mega Vizura","Other Team/Club","1"
"1628432","Davon Reed","2017","2","2","32","Draft","1610612756","Phoenix","Suns","PHX","Miami (FL)","College/University","1"
"1628975","Jevon Carter","2018","2","2","32","Draft","1610612763","Memphis","Grizzlies","MEM","West Virginia","College/University","1"
"1629644","KZ Okpala","2019","2","2","32","Draft","1610612756","Phoenix","Suns","PHX","Stanford","College/University","1"
"1630176","Vernon Carey Jr.","2020","2","2","32","Draft","1610612766","Charlotte","Hornets","CHA","Duke","College/University","1"
"1630526","Jeremiah Robinson-Earl","2021","2","2","32","Draft","1610612752","New York","Knicks","NYK","Villanova","College/University","1"
"1631216","Caleb Houstan","2022","2","2","32","Draft","1610612753","Orlando","Magic","ORL","Michigan","College/University","1"
"1629618","Jalen Pickett","2023","2","2","32","Draft","1610612754","Indiana","Pacers","IND","Penn State","College/University","1"
