"PERSON_ID","PLAYER_NAME","SEASON","ROUND_NUMBER","ROUND_PICK","OVERALL_PICK","DRAFT_TYPE","TEAM_ID","TEAM_CITY","TEAM_NAME","TEAM_ABBREVIATION","ORGANIZATION","ORGANIZATION_TYPE","PLAYER_PROFILE_FLAG"
"200767","Josh Boone","2006","1","23","23","Draft","1610612751","New Jersey","Nets","NJN","Connecticut","College/University","1"
"201163","Wilson Chandler","2007","1","23","23","Draft","1610612752","New York","Knicks","NYK","DePaul","College/University","1"
"201585","Kosta Koufos","2008","1","23","23","Draft","1610612762","Utah","Jazz","UTA","Ohio State","College/University","1"
"201956","Omri Casspi","2009","1","23","23","Draft","1610612758","Sacramento","Kings","SAC","Maccabi Tel Aviv B.C. (Israel)","Other Team/Club","1"
"202344","Trevor Booker","2010","1","23","23","Draft","1610612750","Minnesota","Timberwolves","MIN","Clemson","College/University","1"
"202703","Nikola Mirotic","2011","1","23","23","Draft","1610612745","Houston","Rockets","HOU","Real Madrid Baloncesto (Spain)","Other Team/Club","1"
"203098","John Jenkins","2012","1","23","23","Draft","1610612737","Atlanta","Hawks","ATL","Vanderbilt","College/University","1"
"203524","Solomon Hill","2013","1","23","23","Draft","1610612754","Indiana","Pacers","IND","Arizona","College/University","1"
"203918","Rodney Hood","2014","1","23","23","Draft","1610612762","Utah","Jazz","UTA","Duke","College/University","1"
"1626178","Rondae Hollis-Jefferson","2015","1","23","23","Draft","1610612757","Portland","Trail Blazers","POR","Arizona","College/University","1"
"1627790","Ante Zizic","2016","1","23","23","Draft","1610612738","Boston","Celtics","BOS","KK Cibona (Croatia)","Other Team/Club","1"
"1628384","O.G. Anunoby","2017","1","23","23","Draft","1610612761","Toronto","Raptors","TOR","Indiana","College/University","1"
"1628988","Aaron Holiday","2018","1","23","23","Draft","1610612754","Indiana","Pacers","IND","California-Los Angeles","College/University","1"
"1629647","Darius Bazley","2019","1","23","23","Draft","1610612762","Utah","Jazz","UTA","Princeton","High School","1"
"1630195","Leandro Bolmaro","2020","1","23","23","Draft","1610612752","New York","Knicks","NYK","FC Barcelona Basquet (Spain)","Other Team/Club","1"
"1630586","Usman Garuba","2021","1","23","23","Draft","1610612745","Houston","Rockets","HOU","Madrid (ESP)","College/University","1"
"1631223","David Roddy","2022","1","23","23","Draft","1610612755","Philadelphia","76ers","PHI","Colorado State","College/University","1"
"1631200","Kris Murray","2023","1","23","23","Draft","1610612757","Portland","Trail Blazers","POR","Iowa","College/University","1"
