"PERSON_ID","PLAYER_NAME","SEASON","ROUND_NUMBER","ROUND_PICK","OVERALL_PICK","DRAFT_TYPE","TEAM_ID","TEAM_CITY","TEAM_NAME","TEAM_ABBREVIATION","ORGANIZATION","ORGANIZATION_TYPE","PLAYER_PROFILE_FLAG"
"200750","Brandon Roy","2006","1","6","6","Draft","1610612750","Minnesota","Timberwolves","MIN","Washington","College/University","1"
"201146","Yi Jianlian","2007","1","6","6","Draft","1610612749","Milwaukee","Bucks","MIL","Guangdong Southern Tigers (China)","Other Team/Club","1"
"201568","Danilo Gallinari","2008","1","6","6","Draft","1610612752","New York","Knicks","NYK","Olimpia Milano (Italy)","Other Team/Club","1"
"201938","Jonny Flynn","2009","1","6","6","Draft","1610612750","Minnesota","Timberwolves","MIN","Syracuse","College/University","1"
"202327","Ekpe Udoh","2010","1","6","6","Draft","1610612744","Golden State","Warriors","GSW","Baylor","College/University","1"
"202686","Jan Vesely","2011","1","6","6","Draft","1610612764","Washington","Wizards","WAS","KK Partizan (Serbia)","Other Team/Club","1"
"203081","Damian Lillard","2012","1","6","6","Draft","1610612757","Portland","Trail Blazers","POR","Weber State","College/University","1"
"203457","Nerlens Noel","2013","1","6","6","Draft","1610612740","New Orleans","Pelicans","NOP","Kentucky","College/University","1"
"203935","Marcus Smart","2014","1","6","6","Draft","1610612738","Boston","Celtics","BOS","Oklahoma State","College/University","1"
"1626161","Willie Cauley-Stein","2015","1","6","6","Draft","1610612758","Sacramento","Kings","SAC","Kentucky","College/University","1"
"1627741","Buddy Hield","2016","1","6","6","Draft","1610612740","New Orleans","Pelicans","NOP","Oklahoma","College/University","1"
"1628371","Jonathan Isaac","2017","1","6","6","Draft","1610612753","Orlando","Magic","ORL","Florida State","College/University","1"
"1628964","Mo Bamba","2018","1","6","6","Draft","1610612753","Orlando","Magic","ORL","Texas","College/University","1"
"1629633","Jarrett Culver","2019","1","6","6","Draft","1610612756","Phoenix","Suns","PHX","Texas Tech","College/University","1"
"1630168","Onyeka Okongwu","2020","1","6","6","Draft","1610612737","Atlanta","Hawks","ATL","Southern California","College/University","1"
"1630581","Josh Giddey","2021","1","6","6","Draft","1610612760","Oklahoma City","Thunder","OKC","NBA Global Academy (Australia)","Other Team/Club","1"
"1631097","Bennedict Mathurin","2022","1","6","6","Draft","1610612754","Indiana","Pacers","IND","Arizona","College/University","1"
"1641710","Anthony Black","2023","1","6","6","Draft","1610612753","Orlando","Magic","ORL","Arkansas","College/University","1"
