"PERSON_ID","PLAYER_NAME","SEASON","ROUND_NUMBER","ROUND_PICK","OVERALL_PICK","DRAFT_TYPE","TEAM_ID","TEAM_CITY","TEAM_NAME","TEAM_ABBREVIATION","ORGANIZATION","ORGANIZATION_TYPE","PLAYER_PROFILE_FLAG"
"200778","James White","2006","2","1","31","Draft","1610612757","Portland","Trail Blazers","POR","Cincinnati","College/University","1"
"201171","Carl Landry","2007","2","1","31","Draft","1610612760","Seattle","SuperSonics","SEA","Purdue","College/University","1"
"201593","Nikola Pekovic","2008","2","1","31","Draft","1610612750","Minnesota","Timberwolves","MIN","KK Partizan (Serbia)","Other Team/Club","1"
"201965","Jeff Ayres","2009","2","1","31","Draft","1610612758","Sacramento","Kings","SAC","Arizona State","College/University","1"
"202353","Tibor Pleiss","2010","2","1","31","Draft","1610612751","New Jersey","Nets","NJN","Brose Baskets (Germany)","Other Team/Club","1"
"202711","Bojan Bogdanovic","2011","2","1","31","Draft","1610612748","Miami","Heat","MIA","KK Partizan (Serbia)","Other Team/Club","1"
"203106","Jeffery Taylor","2012","2","1","31","Draft","1610612766","Charlotte","Bobcats","CHA","Vanderbilt","College/University","1"
"203459","Allen Crabbe","2013","2","1","31","Draft","1610612739","Cleveland","Cavaliers","CLE","California","College/University","1"
"203996","Damien Inglis","2014","2","1","31","Draft","1610612749","Milwaukee","Bucks","MIL","Chorale Roanne Basket (France)","Other Team/Club","1"
"1626224","Cedi Osman","2015","2","1","31","Draft","1610612750","Minnesota","Timberwolves","MIN","Anadolu Efes S.K. (Turkey)","Other Team/Club","1"
"1627738","Deyonta Davis","2016","2","1","31","Draft","1610612738","Boston","Celtics","BOS","Michigan State","College/University","1"
"1628402","Frank Jackson","2017","2","1","31","Draft","1610612766","Charlotte","Hornets","CHA","Duke","College/University","1"
"1629059","Elie Okobo","2018","2","1","31","Draft","1610612756","Phoenix","Suns","PHX","Elan Bearnais Pau-Orthez (France)","Other Team/Club","1"
"1629651","Nic Claxton","2019","2","1","31","Draft","1610612751","Brooklyn","Nets","BKN","Georgia","College/University","1"
"1630179","Tyrell Terry","2020","2","1","31","Draft","1610612742","Dallas","Mavericks","DAL","Stanford","College/University","1"
"1630225","Isaiah Todd","2021","2","1","31","Draft","1610612749","Milwaukee","Bucks","MIL","Ignite (G League)","Other Team/Club","1"
"1629614","Andrew Nembhard","2022","2","1","31","Draft","1610612754","Indiana","Pacers","IND","Gonzaga","College/University","1"
"1641762","James Nnaji","2023","2","1","31","Draft","1610612765","Detroit","Pistons","DET","FC Barcelona Basquet (Spain)","Other Team/Club","0"
