"PERSON_ID","PLAYER_NAME","SEASON","ROUND_NUMBER","ROUND_PICK","OVERALL_PICK","DRAFT_TYPE","TEAM_ID","TEAM_CITY","TEAM_NAME","TEAM_ABBREVIATION","ORGANIZATION","ORGANIZATION_TYPE","PLAYER_PROFILE_FLAG"
"200776","Mardy Collins","2006","1","29","29","Draft","1610612752","New York","Knicks","NYK","Temple","College/University","1"
"201169","Alando Tucker","2007","1","29","29","Draft","1610612756","Phoenix","Suns","PHX","Wisconsin","College/University","1"
"201591","DJ White","2008","1","29","29","Draft","1610612765","Detroit","Pistons","DET","Indiana","College/University","1"
"201962","Toney Douglas","2009","1","29","29","Draft","1610612747","Los Angeles","Lakers","LAL","Florida State","College/University","1"
"202350","Daniel Orton","2010","1","29","29","Draft","1610612753","Orlando","Magic","ORL","Kentucky","College/University","1"
"202709","Cory Joseph","2011","1","29","29","Draft","1610612759","San Antonio","Spurs","SAS","Texas","College/University","1"
"203104","Marquis Teague","2012","1","29","29","Draft","1610612741","Chicago","Bulls","CHI","Kentucky","College/University","1"
"203462","Archie Goodwin","2013","1","29","29","Draft","1610612760","Oklahoma City","Thunder","OKC","Kentucky","College/University","1"
"203962","Josh Huestis","2014","1","29","29","Draft","1610612760","Oklahoma City","Thunder","OKC","Stanford","College/University","1"
"1626191","Chris McCullough","2015","1","29","29","Draft","1610612751","Brooklyn","Nets","BKN","Syracuse","College/University","1"
"1627749","Dejounte Murray","2016","1","29","29","Draft","1610612759","San Antonio","Spurs","SAS","Washington","College/University","1"
"1628401","Derrick White","2017","1","29","29","Draft","1610612759","San Antonio","Spurs","SAS","Colorado","College/University","1"
"1629058","Dzanan Musa","2018","1","29","29","Draft","1610612751","Brooklyn","Nets","BKN","KK Cedevita (Croatia)","Other Team/Club","1"
"1629640","Keldon Johnson","2019","1","29","29","Draft","1610612759","San Antonio","Spurs","SAS","Kentucky","College/University","1"
"1630201","Malachi Flynn","2020","1","29","29","Draft","1610612761","Toronto","Raptors","TOR","San Diego State","College/University","1"
"1630549","Day'Ron Sharpe","2021","1","29","29","Draft","1610612756","Phoenix","Suns","PHX","North Carolina","College/University","1"
"1631102","TyTy Washington Jr.","2022","1","29","29","Draft","1610612763","Memphis","Grizzlies","MEM","Kentucky","College/University","1"
"1631124","Julian Strawther","2023","1","29","29","Draft","1610612754","Indiana","Pacers","IND","Gonzaga","College/University","1"
