"PERSON_ID","PLAYER_NAME","SEASON","ROUND_NUMBER","ROUND_PICK","OVERALL_PICK","DRAFT_TYPE","TEAM_ID","TEAM_CITY","TEAM_NAME","TEAM_ABBREVIATION","ORGANIZATION","ORGANIZATION_TYPE","PLAYER_PROFILE_FLAG"
"200796","Leon Powe","2006","2","19","49","Draft","1610612743","Denver","Nuggets","DEN","California","College/University","1"
"201189","Aaron Gray","2007","2","19","49","Draft","1610612741","Chicago","Bulls","CHI","Pittsburgh","College/University","1"
"201613","Richard Hendrix","2008","2","19","49","Draft","1610612744","Golden State","Warriors","GSW","Alabama","College/University","1"
"201982","Sergiy Gladyr","2009","2","19","49","Draft","1610612737","Atlanta","Hawks","ATL","MBC Mykolaiv (Ukraine)","Other Team/Club","0"
"202373","Ryan Richards","2010","2","19","49","Draft","1610612759","San Antonio","Spurs","SAS","CB Gran Canaria (Spain)","Other Team/Club","0"
"202729","Josh Selby","2011","2","19","49","Draft","1610612763","Memphis","Grizzlies","MEM","Kansas","College/University","1"
"203124","Kyle O'Quinn","2012","2","19","49","Draft","1610612753","Orlando","Magic","ORL","Norfolk State","College/University","1"
"203513","Erik Murphy","2013","2","19","49","Draft","1610612741","Chicago","Bulls","CHI","Florida","College/University","1"
"203946","Cameron Bairstow","2014","2","19","49","Draft","1610612741","Chicago","Bulls","CHI","New Mexico","College/University","1"
"1626206","Aaron White","2015","2","19","49","Draft","1610612764","Washington","Wizards","WAS","Iowa","College/University","0"
"1627771","Michael Gbinije","2016","2","19","49","Draft","1610612765","Detroit","Pistons","DET","Syracuse","College/University","1"
"1628427","Vlatko Cancar","2017","2","19","49","Draft","1610612743","Denver","Nuggets","DEN","KK Mega Leks (Serbia)","Other Team/Club","1"
"1629002","Chimezie Metu","2018","2","19","49","Draft","1610612749","Milwaukee","Bucks","MIL","Southern California","College/University","1"
"1629683","Quinndary Weatherspoon","2019","2","19","49","Draft","1610612759","San Antonio","Spurs","SAS","Mississippi State","College/University","1"
"1630198","Isaiah Joe","2020","2","19","49","Draft","1610612755","Philadelphia","76ers","PHI","Arkansas","College/University","1"
"1630681","Marcus Zegarowski","2021","2","19","49","Draft","1610612751","Brooklyn","Nets","BKN","Creighton","College/University","0"
"1630600","Isaiah Mobley","2022","2","19","49","Draft","1610612739","Cleveland","Cavaliers","CLE","Southern California","College/University","1"
"1641734","Emoni Bates","2023","2","19","49","Draft","1610612739","Cleveland","Cavaliers","CLE","Eastern Michigan","College/University","1"
