"PERSON_ID","PLAYER_NAME","SEASON","ROUND_NUMBER","ROUND_PICK","OVERALL_PICK","DRAFT_TYPE","TEAM_ID","TEAM_CITY","TEAM_NAME","TEAM_ABBREVIATION","ORGANIZATION","ORGANIZATION_TYPE","PLAYER_PROFILE_FLAG"
"200802","Ejike Ugboaja","2006","2","25","55","Draft","1610612739","Cleveland","Cavaliers","CLE","Union Bank Lagos B.C. (Nigeria)","Other Team/Club","0"
"201195","Herbert Hill","2007","2","25","55","Draft","1610612762","Utah","Jazz","UTA","Providence","College/University","1"
"201446","Mike Taylor","2008","2","25","55","Draft","1610612757","Portland","Trail Blazers","POR","Idaho Stampede (D-League)","Other Team/Club","1"
"201988","Patty Mills","2009","2","25","55","Draft","1610612757","Portland","Trail Blazers","POR","St. Mary's (CA)","College/University","1"
"202379","Jeremy Evans","2010","2","25","55","Draft","1610612762","Utah","Jazz","UTA","Western Kentucky","College/University","1"
"202734","E'Twaun Moore","2011","2","25","55","Draft","1610612738","Boston","Celtics","BOS","Purdue","College/University","1"
"203130","Darius Johnson-Odom","2012","2","25","55","Draft","1610612742","Dallas","Mavericks","DAL","Marquette","College/University","1"
"203530","Joffrey Lauvergne","2013","2","25","55","Draft","1610612763","Memphis","Grizzlies","MEM","KK Partizan (Serbia)","Other Team/Club","1"
"203902","Semaj Christon","2014","2","25","55","Draft","1610612748","Miami","Heat","MIA","Xavier","College/University","1"
"1626215","Cady Lalanne","2015","2","25","55","Draft","1610612759","San Antonio","Spurs","SAS","Massachusetts","College/University","0"
"1627779","Marcus Paige","2016","2","25","55","Draft","1610612762","Utah","Jazz","UTA","North Carolina","College/University","1"
"1628430","Nigel Williams-Goss","2017","2","25","55","Draft","1610612762","Utah","Jazz","UTA","Gonzaga","College/University","1"
"1629083","Arnoldas Kulboka","2018","2","25","55","Draft","1610612766","Charlotte","Hornets","CHA","Brose Bamberg (Germany)","Other Team/Club","1"
"1629657","Kyle Guy","2019","2","25","55","Draft","1610612752","New York","Knicks","NYK","Virginia","College/University","1"
"1630206","Jay Scrubb","2020","2","25","55","Draft","1610612751","Brooklyn","Nets","BKN","John A. Logan","College/University","1"
"1630598","Aaron Wiggins","2021","2","25","55","Draft","1610612760","Oklahoma City","Thunder","OKC","Maryland","College/University","1"
"1630611","Gui Santos","2022","2","25","55","Draft","1610612744","Golden State","Warriors","GSW","Associacao Atletica Ponte Preta (Brazil)","Other Team/Club","0"
"1631209","Isaiah Wong","2023","2","25","55","Draft","1610612754","Indiana","Pacers","IND","Miami (FL)","College/University","1"
