"PERSON_ID","PLAYER_NAME","SEASON","ROUND_NUMBER","ROUND_PICK","OVERALL_PICK","DRAFT_TYPE","TEAM_ID","TEAM_CITY","TEAM_NAME","TEAM_ABBREVIATION","ORGANIZATION","ORGANIZATION_TYPE","PLAYER_PROFILE_FLAG"
"200753","Patrick O'Bryant","2006","1","9","9","Draft","1610612744","Golden State","Warriors","GSW","Bradley","College/University","1"
"201149","Joakim Noah","2007","1","9","9","Draft","1610612741","Chicago","Bulls","CHI","Florida","College/University","1"
"201571","D.J. Augustin","2008","1","9","9","Draft","1610612766","Charlotte","Bobcats","CHA","Texas","College/University","1"
"201942","DeMar DeRozan","2009","1","9","9","Draft","1610612761","Toronto","Raptors","TOR","Southern California","College/University","1"
"202330","Gordon Hayward","2010","1","9","9","Draft","1610612762","Utah","Jazz","UTA","Butler","College/University","1"
"202689","Kemba Walker","2011","1","9","9","Draft","1610612766","Charlotte","Bobcats","CHA","Connecticut","College/University","1"
"203083","Andre Drummond","2012","1","9","9","Draft","1610612765","Detroit","Pistons","DET","Connecticut","College/University","1"
"203504","Trey Burke","2013","1","9","9","Draft","1610612750","Minnesota","Timberwolves","MIN","Michigan","College/University","1"
"203943","Noah Vonleh","2014","1","9","9","Draft","1610612766","Charlotte","Hornets","CHA","Indiana","College/University","1"
"1626163","Frank Kaminsky","2015","1","9","9","Draft","1610612766","Charlotte","Hornets","CHA","Wisconsin","College/University","1"
"1627751","Jakob Poeltl","2016","1","9","9","Draft","1610612761","Toronto","Raptors","TOR","Utah","College/University","1"
"1628372","Dennis Smith Jr.","2017","1","9","9","Draft","1610612742","Dallas","Mavericks","DAL","North Carolina State","College/University","1"
"1628995","Kevin Knox II","2018","1","9","9","Draft","1610612752","New York","Knicks","NYK","Kentucky","College/University","1"
"1629060","Rui Hachimura","2019","1","9","9","Draft","1610612764","Washington","Wizards","WAS","Gonzaga","College/University","1"
"1630166","Deni Avdija","2020","1","9","9","Draft","1610612764","Washington","Wizards","WAS","Maccabi Tel Aviv B.C. (Israel)","Other Team/Club","1"
"1630558","Davion Mitchell","2021","1","9","9","Draft","1610612758","Sacramento","Kings","SAC","Baylor","College/University","1"
"1631110","Jeremy Sochan","2022","1","9","9","Draft","1610612759","San Antonio","Spurs","SAS","Baylor","College/University","1"
"1641707","Taylor Hendricks","2023","1","9","9","Draft","1610612762","Utah","Jazz","UTA","Central Florida","College/University","1"
