"PERSON_ID","PLAYER_NAME","SEASON","ROUND_NUMBER","ROUND_PICK","OVERALL_PICK","DRAFT_TYPE","TEAM_ID","TEAM_CITY","TEAM_NAME","TEAM_ABBREVIATION","ORGANIZATION","ORGANIZATION_TYPE","PLAYER_PROFILE_FLAG"
"200777","Joel Freeland","2006","1","30","30","Draft","1610612757","Portland","Trail Blazers","POR","CB Gran Canaria (Spain)","Other Team/Club","1"
"201170","Petteri Koponen","2007","1","30","30","Draft","1610612755","Philadelphia","76ers","PHI","Espoon Honka (Finland)","Other Team/Club","0"
"201592","J.R. Giddens","2008","1","30","30","Draft","1610612738","Boston","Celtics","BOS","New Mexico","College/University","1"
"201963","Christian Eyenga","2009","1","30","30","Draft","1610612739","Cleveland","Cavaliers","CLE","CB Prat (Spain)","Other Team/Club","1"
"202351","Lazar Hayward","2010","1","30","30","Draft","1610612764","Washington","Wizards","WAS","Marquette","College/University","1"
"202710","Jimmy Butler","2011","1","30","30","Draft","1610612741","Chicago","Bulls","CHI","Marquette","College/University","1"
"203105","Festus Ezeli","2012","1","30","30","Draft","1610612744","Golden State","Warriors","GSW","Vanderbilt","College/University","1"
"203517","Nemanja Nedovic","2013","1","30","30","Draft","1610612756","Phoenix","Suns","PHX","BC Lietuvos rytas (Lithuania)","Other Team/Club","1"
"203937","Kyle Anderson","2014","1","30","30","Draft","1610612759","San Antonio","Spurs","SAS","California-Los Angeles","College/University","1"
"1626172","Kevon Looney","2015","1","30","30","Draft","1610612744","Golden State","Warriors","GSW","California-Los Angeles","College/University","1"
"1627745","Damian Jones","2016","1","30","30","Draft","1610612744","Golden State","Warriors","GSW","Vanderbilt","College/University","1"
"1628404","Josh Hart","2017","1","30","30","Draft","1610612762","Utah","Jazz","UTA","Villanova","College/University","1"
"1629016","Omari Spellman","2018","1","30","30","Draft","1610612737","Atlanta","Hawks","ATL","Villanova","College/University","1"
"1629645","Kevin Porter Jr.","2019","1","30","30","Draft","1610612749","Milwaukee","Bucks","MIL","Southern California","College/University","1"
"1630217","Desmond Bane","2020","1","30","30","Draft","1610612738","Boston","Celtics","BOS","Texas Christian","College/University","1"
"1630583","Santi Aldama","2021","1","30","30","Draft","1610612762","Utah","Jazz","UTA","Loyola-Maryland","College/University","1"
"1631212","Peyton Watson","2022","1","30","30","Draft","1610612760","Oklahoma City","Thunder","OKC","California-Los Angeles","College/University","1"
"1641738","Kobe Brown","2023","1","30","30","Draft","1610612746","LA","Clippers","LAC","Missouri","College/University","1"
