"PERSON_ID","PLAYER_NAME","SEASON","ROUND_NUMBER","ROUND_PICK","OVERALL_PICK","DRAFT_TYPE","TEAM_ID","TEAM_CITY","TEAM_NAME","TEAM_ABBREVIATION","ORGANIZATION","ORGANIZATION_TYPE","PLAYER_PROFILE_FLAG"
"200749","Shelden Williams","2006","1","5","5","Draft","1610612737","Atlanta","Hawks","ATL","Duke","College/University","1"
"201145","Jeff Green","2007","1","5","5","Draft","1610612738","Boston","Celtics","BOS","Georgetown","College/University","1"
"201567","Kevin Love","2008","1","5","5","Draft","1610612763","Memphis","Grizzlies","MEM","California-Los Angeles","College/University","1"
"201937","Ricky Rubio","2009","1","5","5","Draft","1610612750","Minnesota","Timberwolves","MIN","Joventut Badalona (Spain)","Other Team/Club","1"
"202326","DeMarcus Cousins","2010","1","5","5","Draft","1610612758","Sacramento","Kings","SAC","Kentucky","College/University","1"
"202685","Jonas Valanciunas","2011","1","5","5","Draft","1610612761","Toronto","Raptors","TOR","BC Lietuvos rytas (Lithuania)","Other Team/Club","1"
"203080","Thomas Robinson","2012","1","5","5","Draft","1610612758","Sacramento","Kings","SAC","Kansas","College/University","1"
"203458","Alex Len","2013","1","5","5","Draft","1610612756","Phoenix","Suns","PHX","Maryland","College/University","1"
"203957","Dante Exum","2014","1","5","5","Draft","1610612762","Utah","Jazz","UTA","Australian Institute of Sport (Australia)","Other Team/Club","1"
"1626209","Mario Hezonja","2015","1","5","5","Draft","1610612753","Orlando","Magic","ORL","FC Barcelona Basquet (Spain)","Other Team/Club","1"
"1627739","Kris Dunn","2016","1","5","5","Draft","1610612750","Minnesota","Timberwolves","MIN","Providence","College/University","1"
"1628368","De'Aaron Fox","2017","1","5","5","Draft","1610612758","Sacramento","Kings","SAC","Kentucky","College/University","1"
"1629027","Trae Young","2018","1","5","5","Draft","1610612742","Dallas","Mavericks","DAL","Oklahoma","College/University","1"
"1629636","Darius Garland","2019","1","5","5","Draft","1610612739","Cleveland","Cavaliers","CLE","Vanderbilt","College/University","1"
"1630171","Isaac Okoro","2020","1","5","5","Draft","1610612739","Cleveland","Cavaliers","CLE","Auburn","College/University","1"
"1630591","Jalen Suggs","2021","1","5","5","Draft","1610612753","Orlando","Magic","ORL","Gonzaga","College/University","1"
"1631093","Jaden Ivey","2022","1","5","5","Draft","1610612765","Detroit","Pistons","DET","Purdue","College/University","1"
"1641709","Ausar Thompson","2023","1","5","5","Draft","1610612765","Detroit","Pistons","DET","Overtime Elite","Other Team/Club","1"
