"PERSON_ID","PLAYER_NAME","SEASON","ROUND_NUMBER","ROUND_PICK","OVERALL_PICK","DRAFT_TYPE","TEAM_ID","TEAM_CITY","TEAM_NAME","TEAM_ABBREVIATION","ORGANIZATION","ORGANIZATION_TYPE","PLAYER_PROFILE_FLAG"
"200761","Shawne Williams","2006","1","17","17","Draft","1610612754","Indiana","Pacers","IND","Memphis","College/University","1"
"201157","Sean Williams","2007","1","17","17","Draft","1610612751","New Jersey","Nets","NJN","Boston College","College/University","1"
"201579","Roy Hibbert","2008","1","17","17","Draft","1610612761","Toronto","Raptors","TOR","Georgetown","College/University","1"
"201950","Jrue Holiday","2009","1","17","17","Draft","1610612755","Philadelphia","76ers","PHI","California-Los Angeles","College/University","1"
"202338","Kevin Seraphin","2010","1","17","17","Draft","1610612741","Chicago","Bulls","CHI","Cholet Basket (France)","Other Team/Club","1"
"202697","Iman Shumpert","2011","1","17","17","Draft","1610612752","New York","Knicks","NYK","Georgia Tech","College/University","1"
"203092","Tyler Zeller","2012","1","17","17","Draft","1610612742","Dallas","Mavericks","DAL","North Carolina","College/University","1"
"203471","Dennis Schroder","2013","1","17","17","Draft","1610612737","Atlanta","Hawks","ATL","Basketball Lowen Braunschweig (Germany)","Other Team/Club","1"
"203923","James Young","2014","1","17","17","Draft","1610612738","Boston","Celtics","BOS","Kentucky","College/University","1"
"1626173","Rashad Vaughn","2015","1","17","17","Draft","1610612749","Milwaukee","Bucks","MIL","Nevada-Las Vegas","College/University","1"
"1627735","Wade Baldwin IV","2016","1","17","17","Draft","1610612763","Memphis","Grizzlies","MEM","Vanderbilt","College/University","1"
"1628391","D.J. Wilson","2017","1","17","17","Draft","1610612749","Milwaukee","Bucks","MIL","Michigan","College/University","1"
"1628978","Donte DiVincenzo","2018","1","17","17","Draft","1610612749","Milwaukee","Bucks","MIL","Villanova","College/University","1"
"1629638","Nickeil Alexander-Walker","2019","1","17","17","Draft","1610612751","Brooklyn","Nets","BKN","Virginia Tech","College/University","1"
"1630197","Aleksej Pokusevski","2020","1","17","17","Draft","1610612750","Minnesota","Timberwolves","MIN","Olympiacos B.C. (Greece)","Other Team/Club","1"
"1630530","Trey Murphy III","2021","1","17","17","Draft","1610612763","Memphis","Grizzlies","MEM","Virginia","College/University","1"
"1631106","Tari Eason","2022","1","17","17","Draft","1610612745","Houston","Rockets","HOU","Louisiana State","College/University","1"
"1641720","Jalen Hood-Schifino","2023","1","17","17","Draft","1610612747","Los Angeles","Lakers","LAL","Indiana","College/University","1"
