"PERSON_ID","PLAYER_NAME","SEASON","ROUND_NUMBER","ROUND_PICK","OVERALL_PICK","DRAFT_TYPE","TEAM_ID","TEAM_CITY","TEAM_NAME","TEAM_ABBREVIATION","ORGANIZATION","ORGANIZATION_TYPE","PLAYER_PROFILE_FLAG"
"200792","Alexander Johnson","2006","2","15","45","Draft","1610612754","Indiana","Pacers","IND","Florida State","College/University","1"
"201185","Jared Jordan","2007","2","15","45","Draft","1610612746","Los Angeles","Clippers","LAC","Marist","College/University","1"
"201609","Goran Dragic","2008","2","15","45","Draft","1610612759","San Antonio","Spurs","SAS","KK Olimpija (Slovenia)","Other Team/Club","1"
"201979","Nick Calathes","2009","2","15","45","Draft","1610612750","Minnesota","Timberwolves","MIN","Florida","College/University","1"
"202370","Paulao Prestes","2010","2","15","45","Draft","1610612750","Minnesota","Timberwolves","MIN","CB Murcia (Spain)","Other Team/Club","0"
"202725","Josh Harrellson","2011","2","15","45","Draft","1610612740","New Orleans","Hornets","NOH","Kentucky","College/University","1"
"203120","Justin Hamilton","2012","2","15","45","Draft","1610612755","Philadelphia","76ers","PHI","Louisiana State","College/University","1"
"203525","Marko Todorovic","2013","2","15","45","Draft","1610612757","Portland","Trail Blazers","POR","FC Barcelona Basquet (Spain)","Other Team/Club","0"
"203939","Dwight Powell","2014","2","15","45","Draft","1610612766","Charlotte","Hornets","CHA","Stanford","College/University","1"
"1626194","Marcus Thornton","2015","2","15","45","Draft","1610612738","Boston","Celtics","BOS","William & Mary","College/University","0"
"1627743","Demetrius Jackson","2016","2","15","45","Draft","1610612738","Boston","Celtics","BOS","Notre Dame","College/University","1"
"1628415","Dillon Brooks","2017","2","15","45","Draft","1610612745","Houston","Rockets","HOU","Oregon","College/University","1"
"1628977","Hamidou Diallo","2018","2","15","45","Draft","1610612751","Brooklyn","Nets","BKN","Kentucky","College/University","1"
"1629676","Isaiah Roby","2019","2","15","45","Draft","1610612765","Detroit","Pistons","DET","Nebraska","College/University","1"
"1629670","Jordan Nwora","2020","2","15","45","Draft","1610612749","Milwaukee","Bucks","MIL","Louisville","College/University","1"
"1630584","Juhann Begarin","2021","2","15","45","Draft","1610612738","Boston","Celtics","BOS","Paris (France)","Other Team/Club","0"
"1631169","Josh Minott","2022","2","15","45","Draft","1610612766","Charlotte","Hornets","CHA","Memphis","College/University","1"
"1641713","GG Jackson","2023","2","15","45","Draft","1610612763","Memphis","Grizzlies","MEM","South Carolina","College/University","1"
