"PERSON_ID","PLAYER_NAME","SEASON","ROUND_NUMBER","ROUND_PICK","OVERALL_PICK","DRAFT_TYPE","TEAM_ID","TEAM_CITY","TEAM_NAME","TEAM_ABBREVIATION","ORGANIZATION","ORGANIZATION_TYPE","PLAYER_PROFILE_FLAG"
"200795","Vladimir Veremeenko","2006","2","18","48","Draft","1610612764","Washington","Wizards","WAS","CB Cornella (Spain)","Other Team/Club","0"
"201188","Marc Gasol","2007","2","18","48","Draft","1610612747","Los Angeles","Lakers","LAL","CB Sant Josep (Spain)","Other Team/Club","1"
"201612","Malik Hairston","2008","2","18","48","Draft","1610612756","Phoenix","Suns","PHX","Oregon","College/University","1"
"201981","Taylor Griffin","2009","2","18","48","Draft","1610612756","Phoenix","Suns","PHX","Oklahoma","College/University","1"
"202160","Latavious Williams","2010","2","18","48","Draft","1610612748","Miami","Heat","MIA","Tulsa 66ers (D-League)","Other Team/Club","0"
"202728","Keith Benson","2011","2","18","48","Draft","1610612737","Atlanta","Hawks","ATL","Oakland","College/University","1"
"203123","Kostas Papanikolaou","2012","2","18","48","Draft","1610612752","New York","Knicks","NYK","Olympiacos B.C. (Greece)","Other Team/Club","1"
"203527","Ryan Kelly","2013","2","18","48","Draft","1610612747","Los Angeles","Lakers","LAL","Duke","College/University","1"
"203934","Lamar Patterson","2014","2","18","48","Draft","1610612749","Milwaukee","Bucks","MIL","Pittsburgh","College/University","1"
"1626177","Dakari Johnson","2015","2","18","48","Draft","1610612760","Oklahoma City","Thunder","OKC","Kentucky","College/University","1"
"1627835","Paul Zipser","2016","2","18","48","Draft","1610612741","Chicago","Bulls","CHI","FC Bayern Muenchen","Other Team/Club","1"
"1628414","Sindarius Thornwell","2017","2","18","48","Draft","1610612749","Milwaukee","Bucks","MIL","South Carolina","College/University","1"
"1628966","Keita Bates-Diop","2018","2","18","48","Draft","1610612750","Minnesota","Timberwolves","MIN","Ohio State","College/University","1"
"1629611","Terance Mann","2019","2","18","48","Draft","1610612746","LA","Clippers","LAC","Florida State","College/University","1"
"1630185","Nico Mannion","2020","2","18","48","Draft","1610612744","Golden State","Warriors","GSW","Arizona","College/University","1"
"1630536","Sharife Cooper","2021","2","18","48","Draft","1610612737","Atlanta","Hawks","ATL","Auburn","College/University","1"
"1631112","Kendall Brown","2022","2","18","48","Draft","1610612750","Minnesota","Timberwolves","MIN","Baylor","College/University","1"
"1641757","Jordan Miller","2023","2","18","48","Draft","1610612746","LA","Clippers","LAC","Miami (FL)","College/University","1"
