"PERSON_ID","PLAYER_NAME","SEASON","ROUND_NUMBER","ROUND_PICK","OVERALL_PICK","DRAFT_TYPE","TEAM_ID","TEAM_CITY","TEAM_NAME","TEAM_ABBREVIATION","ORGANIZATION","ORGANIZATION_TYPE","PLAYER_PROFILE_FLAG"
"200782","P.J. Tucker","2006","2","5","35","Draft","1610612761","Toronto","Raptors","TOR","Texas","College/University","1"
"201175","Glen Davis","2007","2","5","35","Draft","1610612760","Seattle","SuperSonics","SEA","Louisiana State","College/University","1"
"201599","DeAndre Jordan","2008","2","5","35","Draft","1610612746","Los Angeles","Clippers","LAC","Texas A&M","College/University","1"
"201969","DaJuan Summers","2009","2","5","35","Draft","1610612765","Detroit","Pistons","DET","Georgetown","College/University","1"
"202357","Nemanja Bjelica","2010","2","5","35","Draft","1610612764","Washington","Wizards","WAS","KK Crvena zvezda (Serbia)","Other Team/Club","1"
"202715","Tyler Honeycutt","2011","2","5","35","Draft","1610612758","Sacramento","Kings","SAC","California-Los Angeles","College/University","1"
"203110","Draymond Green","2012","2","5","35","Draft","1610612744","Golden State","Warriors","GSW","Michigan State","College/University","1"
"203318","Glen Rice","2013","2","5","35","Draft","1610612755","Philadelphia","76ers","PHI","Michigan","College/University","1"
"203950","Jarnell Stokes","2014","2","5","35","Draft","1610612762","Utah","Jazz","UTA","Tennessee","College/University","1"
"1626195","Willy Hernangomez","2015","2","5","35","Draft","1610612755","Philadelphia","76ers","PHI","CB Sevilla (Spain)","Other Team/Club","1"
"1627825","Rade Zagorac","2016","2","5","35","Draft","1610612738","Boston","Celtics","BOS","KK Mega Vizura","Other Team/Club","1"
"1628397","Ivan Rabb","2017","2","5","35","Draft","1610612753","Orlando","Magic","ORL","California","College/University","1"
"1628982","Melvin Frazier Jr.","2018","2","5","35","Draft","1610612753","Orlando","Magic","ORL","Tulane","College/University","1"
"1629712","Didi Louzada","2019","2","5","35","Draft","1610612737","Atlanta","Hawks","ATL","Sesi Franca (Brazil)","Other Team/Club","1"
"1630214","Xavier Tillman","2020","2","5","35","Draft","1610612758","Sacramento","Kings","SAC","Michigan State","College/University","1"
"1630529","Herbert Jones","2021","2","5","35","Draft","1610612740","New Orleans","Pelicans","NOP","Alabama","College/University","1"
"1631108","Max Christie","2022","2","5","35","Draft","1610612747","Los Angeles","Lakers","LAL","Michigan State","College/University","1"
"1641763","Julian Phillips","2023","2","5","35","Draft","1610612738","Boston","Celtics","BOS","Tennessee","College/University","1"
