"PERSON_ID","PLAYER_NAME","SEASON","ROUND_NUMBER","ROUND_PICK","OVERALL_PICK","DRAFT_TYPE","TEAM_ID","TEAM_CITY","TEAM_NAME","TEAM_ABBREVIATION","ORGANIZATION","ORGANIZATION_TYPE","PLAYER_PROFILE_FLAG"
"200757","Thabo Sefolosha","2006","1","13","13","Draft","1610612755","Philadelphia","76ers","PHI","Pallacanestro Biella (Italy)","Other Team/Club","1"
"201153","Julian Wright","2007","1","13","13","Draft","1610612740","New Orleans","Hornets","NOH","Kansas","College/University","1"
"201575","Brandon Rush","2008","1","13","13","Draft","1610612757","Portland","Trail Blazers","POR","Kansas","College/University","1"
"201946","Tyler Hansbrough","2009","1","13","13","Draft","1610612754","Indiana","Pacers","IND","North Carolina","College/University","1"
"202334","Ed Davis","2010","1","13","13","Draft","1610612761","Toronto","Raptors","TOR","North Carolina","College/University","1"
"202693","Markieff Morris","2011","1","13","13","Draft","1610612756","Phoenix","Suns","PHX","Kansas","College/University","1"
"203088","Kendall Marshall","2012","1","13","13","Draft","1610612756","Phoenix","Suns","PHX","North Carolina","College/University","1"
"203482","Kelly Olynyk","2013","1","13","13","Draft","1610612742","Dallas","Mavericks","DAL","Gonzaga","College/University","1"
"203897","Zach LaVine","2014","1","13","13","Draft","1610612750","Minnesota","Timberwolves","MIN","California-Los Angeles","College/University","1"
"1626164","Devin Booker","2015","1","13","13","Draft","1610612756","Phoenix","Suns","PHX","Kentucky","College/University","1"
"1627834","Georgios Papagiannis","2016","1","13","13","Draft","1610612758","Sacramento","Kings","SAC","Panathinaikos B.C. (Greece)","Other Team/Club","1"
"1628378","Donovan Mitchell","2017","1","13","13","Draft","1610612743","Denver","Nuggets","DEN","Louisville","College/University","1"
"1629010","Jerome Robinson","2018","1","13","13","Draft","1610612746","LA","Clippers","LAC","Boston College","College/University","1"
"1629639","Tyler Herro","2019","1","13","13","Draft","1610612748","Miami","Heat","MIA","Kentucky","College/University","1"
"1630184","Kira Lewis Jr.","2020","1","13","13","Draft","1610612740","New Orleans","Pelicans","NOP","Alabama","College/University","1"
"1630537","Chris Duarte","2021","1","13","13","Draft","1610612754","Indiana","Pacers","IND","Oregon","College/University","1"
"1631105","Jalen Duren","2022","1","13","13","Draft","1610612766","Charlotte","Hornets","CHA","Memphis","College/University","1"
"1641711","Gradey Dick","2023","1","13","13","Draft","1610612761","Toronto","Raptors","TOR","Kansas","College/University","1"
