"PERSON_ID","PLAYER_NAME","SEASON","ROUND_NUMBER","ROUND_PICK","OVERALL_PICK","DRAFT_TYPE","TEAM_ID","TEAM_CITY","TEAM_NAME","TEAM_ABBREVIATION","ORGANIZATION","ORGANIZATION_TYPE","PLAYER_PROFILE_FLAG"
"200789","Daniel Gibson","2006","2","12","42","Draft","1610612739","Cleveland","Cavaliers","CLE","Texas","College/University","1"
"201182","Derrick Byars","2007","2","12","42","Draft","1610612757","Portland","Trail Blazers","POR","Vanderbilt","College/University","1"
"201606","Sean Singletary","2008","2","12","42","Draft","1610612758","Sacramento","Kings","SAC","Virginia","College/University","1"
"201976","Patrick Beverley","2009","2","12","42","Draft","1610612747","Los Angeles","Lakers","LAL","BC Dnipro (Ukraine)","Other Team/Club","1"
"202364","Da'Sean Butler","2010","2","12","42","Draft","1610612748","Miami","Heat","MIA","West Virginia","College/University","0"
"202722","Davis Bertans","2011","2","12","42","Draft","1610612754","Indiana","Pacers","IND","KK Olimpija (Slovenia)","Other Team/Club","1"
"203117","Doron Lamb","2012","2","12","42","Draft","1610612749","Milwaukee","Bucks","MIL","Kentucky","College/University","1"
"203510","Pierre Jackson","2013","2","12","42","Draft","1610612755","Philadelphia","76ers","PHI","Baylor","College/University","1"
"203910","Nick Johnson","2014","2","12","42","Draft","1610612745","Houston","Rockets","HOU","Arizona","College/University","1"
"1626152","Olivier Hanlan","2015","2","12","42","Draft","1610612762","Utah","Jazz","UTA","Boston College","College/University","0"
"1627785","Isaiah Whitehead","2016","2","12","42","Draft","1610612751","Brooklyn","Nets","BKN","Seton Hall","College/University","1"
"1628418","Thomas Bryant","2017","2","12","42","Draft","1610612762","Utah","Jazz","UTA","Indiana","College/University","1"
"1628971","Bruce Brown","2018","2","12","42","Draft","1610612765","Detroit","Pistons","DET","Miami (FL)","College/University","1"
"1629678","Admiral Schofield","2019","2","12","42","Draft","1610612755","Philadelphia","76ers","PHI","Tennessee","College/University","1"
"1630208","Nick Richards","2020","2","12","42","Draft","1610612740","New Orleans","Pelicans","NOP","Kentucky","College/University","1"
"1630587","Isaiah Livers","2021","2","12","42","Draft","1610612765","Detroit","Pistons","DET","Michigan","College/University","1"
"1631211","Trevor Keels","2022","2","12","42","Draft","1610612752","New York","Knicks","NYK","Duke","College/University","1"
"1641774","Tristan Vukcevic","2023","2","12","42","Draft","1610612764","Washington","Wizards","WAS","Real Madrid Baloncesto (Spain)","Other Team/Club","0"
