"PERSON_ID","PLAYER_NAME","SEASON","ROUND_NUMBER","ROUND_PICK","OVERALL_PICK","DRAFT_TYPE","TEAM_ID","TEAM_CITY","TEAM_NAME","TEAM_ABBREVIATION","ORGANIZATION","ORGANIZATION_TYPE","PLAYER_PROFILE_FLAG"
"200799","Guillermo Diaz","2006","2","22","52","Draft","1610612746","Los Angeles","Clippers","LAC","Miami (FL)","College/University","1"
"201192","Taurean Green","2007","2","22","52","Draft","1610612757","Portland","Trail Blazers","POR","Florida","College/University","1"
"201616","Darnell Jackson","2008","2","22","52","Draft","1610612748","Miami","Heat","MIA","Kansas","College/University","1"
"201985","AJ Price","2009","2","22","52","Draft","1610612754","Indiana","Pacers","IND","Connecticut","College/University","1"
"202376","Luke Harangody","2010","2","22","52","Draft","1610612738","Boston","Celtics","BOS","Notre Dame","College/University","1"
"202731","Vernon Macklin","2011","2","22","52","Draft","1610612765","Detroit","Pistons","DET","Florida","College/University","1"
"203136","Ognjen Kuzmic","2012","2","22","52","Draft","1610612744","Golden State","Warriors","GSW","CB Axarquia (Spain)","Other Team/Club","1"
"203485","Lorenzo Brown","2013","2","22","52","Draft","1610612750","Minnesota","Timberwolves","MIN","North Carolina State","College/University","1"
"203995","Vasilije Micic","2014","2","22","52","Draft","1610612755","Philadelphia","76ers","PHI","KK Mega Leks (Serbia)","Other Team/Club","1"
"1626228","Satnam Singh","2015","2","22","52","Draft","1610612742","Dallas","Mavericks","DAL","IMG Academy","High School","0"
"1627762","Joel Bolomboy","2016","2","22","52","Draft","1610612762","Utah","Jazz","UTA","Weber State","College/University","1"
"1628410","Edmond Sumner","2017","2","22","52","Draft","1610612740","New Orleans","Pelicans","NOP","Xavier","College/University","1"
"1629053","Vincent Edwards","2018","2","22","52","Draft","1610612762","Utah","Jazz","UTA","Purdue","College/University","1"
"1629667","Jalen McDaniels","2019","2","22","52","Draft","1610612766","Charlotte","Hornets","CHA","San Diego","College/University","1"
"1630231","Kenyon Martin Jr.","2020","2","22","52","Draft","1610612758","Sacramento","Kings","SAC","IMG Academy","High School","1"
"1630568","Luka Garza","2021","2","22","52","Draft","1610612765","Detroit","Pistons","DET","Iowa","College/University","1"
"1631255","Karlo Matkovic","2022","2","22","52","Draft","1610612740","New Orleans","Pelicans","NOP","Mega Mozzart (Serbia)","Other Team/Club","0"
"1641739","Toumani Camara","2023","2","22","52","Draft","1610612756","Phoenix","Suns","PHX","Dayton","College/University","1"
