"PERSON_ID","PLAYER_NAME","SEASON","ROUND_NUMBER","ROUND_PICK","OVERALL_PICK","DRAFT_TYPE","TEAM_ID","TEAM_CITY","TEAM_NAME","TEAM_ABBREVIATION","ORGANIZATION","ORGANIZATION_TYPE","PLAYER_PROFILE_FLAG"
"200754","Mouhamed Sene","2006","1","10","10","Draft","1610612760","Seattle","SuperSonics","SEA","VOO Wolves Verviers-Pepinster (Belgium)","Other Team/Club","1"
"201150","Spencer Hawes","2007","1","10","10","Draft","1610612758","Sacramento","Kings","SAC","Washington","College/University","1"
"201572","Brook Lopez","2008","1","10","10","Draft","1610612751","New Jersey","Nets","NJN","Stanford","College/University","1"
"201943","Brandon Jennings","2009","1","10","10","Draft","1610612749","Milwaukee","Bucks","MIL","Pallacanestro Virtus Roma (Italy)","Other Team/Club","1"
"202331","Paul George","2010","1","10","10","Draft","1610612754","Indiana","Pacers","IND","Fresno State","College/University","1"
"202690","Jimmer Fredette","2011","1","10","10","Draft","1610612749","Milwaukee","Bucks","MIL","Brigham Young","College/University","1"
"203085","Austin Rivers","2012","1","10","10","Draft","1610612740","New Orleans","Hornets","NOH","Duke","College/University","1"
"203468","CJ McCollum","2013","1","10","10","Draft","1610612757","Portland","Trail Blazers","POR","Lehigh","College/University","1"
"203901","Elfrid Payton","2014","1","10","10","Draft","1610612755","Philadelphia","76ers","PHI","Louisiana-Lafayette","College/University","1"
"1626159","Justise Winslow","2015","1","10","10","Draft","1610612748","Miami","Heat","MIA","Duke","College/University","1"
"1627748","Thon Maker","2016","1","10","10","Draft","1610612749","Milwaukee","Bucks","MIL","","","1"
"1628380","Zach Collins","2017","1","10","10","Draft","1610612758","Sacramento","Kings","SAC","Gonzaga","College/University","1"
"1628969","Mikal Bridges","2018","1","10","10","Draft","1610612755","Philadelphia","76ers","PHI","Villanova","College/University","1"
"1629629","Cam Reddish","2019","1","10","10","Draft","1610612737","Atlanta","Hawks","ATL","Duke","College/University","1"
"1630188","Jalen Smith","2020","1","10","10","Draft","1610612756","Phoenix","Suns","PHX","Maryland","College/University","1"
"1630533","Ziaire Williams","2021","1","10","10","Draft","1610612740","New Orleans","Pelicans","NOP","Stanford","College/University","1"
"1631098","Johnny Davis","2022","1","10","10","Draft","1610612764","Washington","Wizards","WAS","Wisconsin","College/University","1"
"1641717","Cason Wallace","2023","1","10","10","Draft","1610612742","Dallas","Mavericks","DAL","Kentucky","College/University","1"
