"PERSON_ID","PLAYER_NAME","SEASON","ROUND_NUMBER","ROUND_PICK","OVERALL_PICK","DRAFT_TYPE","TEAM_ID","TEAM_CITY","TEAM_NAME","TEAM_ABBREVIATION","ORGANIZATION","ORGANIZATION_TYPE","PLAYER_PROFILE_FLAG"
"200769","Shannon Brown","2006","1","25","25","Draft","1610612739","Cleveland","Cavaliers","CLE","Michigan State","College/University","1"
"201165","Morris Almond","2007","1","25","25","Draft","1610612762","Utah","Jazz","UTA","Rice","College/University","1"
"201587","Nicolas Batum","2008","1","25","25","Draft","1610612745","Houston","Rockets","HOU","Le Mans Sarthe Basket (France)","Other Team/Club","1"
"201958","Rodrigue Beaubois","2009","1","25","25","Draft","1610612760","Oklahoma City","Thunder","OKC","Cholet Basket (France)","Other Team/Club","1"
"202346","Dominique Jones","2010","1","25","25","Draft","1610612763","Memphis","Grizzlies","MEM","South Florida","College/University","1"
"202705","MarShon Brooks","2011","1","25","25","Draft","1610612738","Boston","Celtics","BOS","Providence","College/University","1"
"203100","Tony Wroten","2012","1","25","25","Draft","1610612763","Memphis","Grizzlies","MEM","Washington","College/University","1"
"203493","Reggie Bullock Jr.","2013","1","25","25","Draft","1610612746","Los Angeles","Clippers","LAC","North Carolina","College/University","1"
"203991","Clint Capela","2014","1","25","25","Draft","1610612745","Houston","Rockets","HOU","Elan Chalon (France)","Other Team/Club","1"
"1626185","Jarell Martin","2015","1","25","25","Draft","1610612763","Memphis","Grizzlies","MEM","Louisiana State","College/University","1"
"1627744","Brice Johnson","2016","1","25","25","Draft","1610612746","LA","Clippers","LAC","North Carolina","College/University","1"
"1628394","Anzejs Pasecniks","2017","1","25","25","Draft","1610612753","Orlando","Magic","ORL","CB Gran Canaria (Spain)","Other Team/Club","1"
"1629021","Moritz Wagner","2018","1","25","25","Draft","1610612747","Los Angeles","Lakers","LAL","Michigan","College/University","1"
"1629642","Nassir Little","2019","1","25","25","Draft","1610612757","Portland","Trail Blazers","POR","North Carolina","College/University","1"
"1630193","Immanuel Quickley","2020","1","25","25","Draft","1610612760","Oklahoma City","Thunder","OKC","Kentucky","College/University","1"
"1629656","Quentin Grimes","2021","1","25","25","Draft","1610612746","LA","Clippers","LAC","Houston","College/University","1"
"1631104","Blake Wesley","2022","1","25","25","Draft","1610612759","San Antonio","Spurs","SAS","Notre Dame","College/University","1"
"1631204","Marcus Sasser","2023","1","25","25","Draft","1610612763","Memphis","Grizzlies","MEM","Houston","College/University","1"
