"PERSON_ID","PLAYER_NAME","SEASON","ROUND_NUMBER","ROUND_PICK","OVERALL_PICK","DRAFT_TYPE","TEAM_ID","TEAM_CITY","TEAM_NAME","TEAM_ABBREVIATION","ORGANIZATION","ORGANIZATION_TYPE","PLAYER_PROFILE_FLAG"
"200755","JJ Redick","2006","1","11","11","Draft","1610612753","Orlando","Magic","ORL","Duke","College/University","1"
"201151","Acie Law","2007","1","11","11","Draft","1610612737","Atlanta","Hawks","ATL","Texas A&M","College/University","1"
"201573","Jerryd Bayless","2008","1","11","11","Draft","1610612754","Indiana","Pacers","IND","Arizona","College/University","1"
"201944","Terrence Williams","2009","1","11","11","Draft","1610612751","New Jersey","Nets","NJN","Louisville","College/University","1"
"202332","Cole Aldrich","2010","1","11","11","Draft","1610612740","New Orleans","Hornets","NOH","Kansas","College/University","1"
"202691","Klay Thompson","2011","1","11","11","Draft","1610612744","Golden State","Warriors","GSW","Washington State","College/University","1"
"203086","Meyers Leonard","2012","1","11","11","Draft","1610612757","Portland","Trail Blazers","POR","Illinois","College/University","1"
"203487","Michael Carter-Williams","2013","1","11","11","Draft","1610612755","Philadelphia","76ers","PHI","Syracuse","College/University","1"
"203926","Doug McDermott","2014","1","11","11","Draft","1610612743","Denver","Nuggets","DEN","Creighton","College/University","1"
"1626167","Myles Turner","2015","1","11","11","Draft","1610612754","Indiana","Pacers","IND","Texas","College/University","1"
"1627734","Domantas Sabonis","2016","1","11","11","Draft","1610612760","Oklahoma City","Thunder","OKC","Gonzaga","College/University","1"
"1628370","Malik Monk","2017","1","11","11","Draft","1610612766","Charlotte","Hornets","CHA","Kentucky","College/University","1"
"1628983","Shai Gilgeous-Alexander","2018","1","11","11","Draft","1610612766","Charlotte","Hornets","CHA","Kentucky","College/University","1"
"1629661","Cameron Johnson","2019","1","11","11","Draft","1610612750","Minnesota","Timberwolves","MIN","North Carolina","College/University","1"
"1630170","Devin Vassell","2020","1","11","11","Draft","1610612759","San Antonio","Spurs","SAS","Florida State","College/University","1"
"1630547","James Bouknight","2021","1","11","11","Draft","1610612766","Charlotte","Hornets","CHA","Connecticut","College/University","1"
"1631172","Ousmane Dieng","2022","1","11","11","Draft","1610612752","New York","Knicks","NYK","Breakers (New Zealand)","Other Team/Club","1"
"1641724","Jett Howard","2023","1","11","11","Draft","1610612753","Orlando","Magic","ORL","Michigan","College/University","1"
