"PERSON_ID","PLAYER_NAME","SEASON","ROUND_NUMBER","ROUND_PICK","OVERALL_PICK","DRAFT_TYPE","TEAM_ID","TEAM_CITY","TEAM_NAME","TEAM_ABBREVIATION","ORGANIZATION","ORGANIZATION_TYPE","PLAYER_PROFILE_FLAG"
"200770","Jordan Farmar","2006","1","26","26","Draft","1610612747","Los Angeles","Lakers","LAL","California-Los Angeles","College/University","1"
"201166","Aaron Brooks","2007","1","26","26","Draft","1610612745","Houston","Rockets","HOU","Oregon","College/University","1"
"201588","George Hill","2008","1","26","26","Draft","1610612759","San Antonio","Spurs","SAS","IUPUI","College/University","1"
"201959","Taj Gibson","2009","1","26","26","Draft","1610612741","Chicago","Bulls","CHI","Southern California","College/University","1"
"202347","Quincy Pondexter","2010","1","26","26","Draft","1610612760","Oklahoma City","Thunder","OKC","Washington","College/University","1"
"202706","Jordan Hamilton","2011","1","26","26","Draft","1610612742","Dallas","Mavericks","DAL","Texas","College/University","1"
"203101","Miles Plumlee","2012","1","26","26","Draft","1610612754","Indiana","Pacers","IND","Duke","College/University","1"
"203460","Andre Roberson","2013","1","26","26","Draft","1610612750","Minnesota","Timberwolves","MIN","Colorado","College/University","1"
"203798","PJ Hairston","2014","1","26","26","Draft","1610612748","Miami","Heat","MIA","Texas Legends (D-League)","Other Team/Club","1"
"1626221","Nikola Milutinov","2015","1","26","26","Draft","1610612759","San Antonio","Spurs","SAS","KK Partizan (Serbia)","Other Team/Club","0"
"1627788","Furkan Korkmaz","2016","1","26","26","Draft","1610612755","Philadelphia","76ers","PHI","Anadolu Efes S.K. (Turkey)","Other Team/Club","1"
"1628403","Caleb Swanigan","2017","1","26","26","Draft","1610612757","Portland","Trail Blazers","POR","Purdue","College/University","1"
"1629013","Landry Shamet","2018","1","26","26","Draft","1610612755","Philadelphia","76ers","PHI","Wichita State","College/University","1"
"1629685","Dylan Windler","2019","1","26","26","Draft","1610612739","Cleveland","Cavaliers","CLE","Belmont","College/University","1"
"1630202","Payton Pritchard","2020","1","26","26","Draft","1610612738","Boston","Celtics","BOS","Oregon","College/University","1"
"1630538","Bones Hyland","2021","1","26","26","Draft","1610612743","Denver","Nuggets","DEN","Virginia Commonwealth","College/University","1"
"1631111","Wendell Moore Jr.","2022","1","26","26","Draft","1610612742","Dallas","Mavericks","DAL","Duke","College/University","1"
"1641767","Ben Sheppard","2023","1","26","26","Draft","1610612754","Indiana","Pacers","IND","Belmont","College/University","1"
